NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1017,Toneladas,..,4100608,Alto Paraná - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4100608,Alto Paraná - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,139482,4100608,Alto Paraná - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,58423,4100707,Alto Piquiri - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,58423,4100707,Alto Piquiri - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4100707,Alto Piquiri - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4100707,Alto Piquiri - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,267824,4100707,Alto Piquiri - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,44663,4100806,Alvorada do Sul - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,44663,4100806,Alvorada do Sul - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4100806,Alvorada do Sul - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4100806,Alvorada do Sul - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,367814,4100806,Alvorada do Sul - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,14536,4100905,Amaporã - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,14434,4100905,Amaporã - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4100905,Amaporã - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4100905,Amaporã - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,83239,4100905,Amaporã - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,16752,4101002,Ampére - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,16502,4101002,Ampére - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101002,Ampére - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101002,Ampére - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,55878,4101002,Ampére - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,10653,4101051,Anahy - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,10653,4101051,Anahy - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101051,Anahy - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101051,Anahy - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,64392,4101051,Anahy - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,29659,4101101,Andirá - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,29659,4101101,Andirá - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101101,Andirá - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101101,Andirá - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,279022,4101101,Andirá - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,14250,4101150,Ângulo - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,14248,4101150,Ângulo - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101150,Ângulo - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101150,Ângulo - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,94051,4101150,Ângulo - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1321,4101200,Antonina - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1321,4101200,Antonina - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101200,Antonina - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101200,Antonina - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,24359,4101200,Antonina - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,20627,4101309,Antônio Olinto - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,20627,4101309,Antônio Olinto - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101309,Antônio Olinto - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101309,Antônio Olinto - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,188279,4101309,Antônio Olinto - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,44545,4101408,Apucarana - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,44545,4101408,Apucarana - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101408,Apucarana - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101408,Apucarana - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,365403,4101408,Apucarana - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,40739,4101507,Arapongas - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,40739,4101507,Arapongas - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101507,Arapongas - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101507,Arapongas - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,335466,4101507,Arapongas - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,63237,4101606,Arapoti - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,63237,4101606,Arapoti - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101606,Arapoti - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101606,Arapoti - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,627056,4101606,Arapoti - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,24122,4101655,Arapuã - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,24122,4101655,Arapuã - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101655,Arapuã - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101655,Arapuã - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,135644,4101655,Arapuã - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,50365,4101705,Araruna - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,50365,4101705,Araruna - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101705,Araruna - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101705,Araruna - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,242905,4101705,Araruna - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,29923,4101804,Araucária - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,29923,4101804,Araucária - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101804,Araucária - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101804,Araucária - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,372024,4101804,Araucária - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,28285,4101853,Ariranha do Ivaí - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,28285,4101853,Ariranha do Ivaí - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101853,Ariranha do Ivaí - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101853,Ariranha do Ivaí - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,147786,4101853,Ariranha do Ivaí - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,45671,4101903,Assaí - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,45671,4101903,Assaí - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4101903,Assaí - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4101903,Assaí - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,342015,4101903,Assaí - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,144902,4102000,Assis Chateaubriand - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,136815,4102000,Assis Chateaubriand - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102000,Assis Chateaubriand - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102000,Assis Chateaubriand - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,666600,4102000,Assis Chateaubriand - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,52386,4102109,Astorga - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,52386,4102109,Astorga - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102109,Astorga - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102109,Astorga - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,403351,4102109,Astorga - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,15801,4102208,Atalaia - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,15701,4102208,Atalaia - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102208,Atalaia - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102208,Atalaia - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,117153,4102208,Atalaia - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,21818,4102307,Balsa Nova - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,21818,4102307,Balsa Nova - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102307,Balsa Nova - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102307,Balsa Nova - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,242374,4102307,Balsa Nova - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,43374,4102406,Bandeirantes - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,43374,4102406,Bandeirantes - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102406,Bandeirantes - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102406,Bandeirantes - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,334732,4102406,Bandeirantes - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,28818,4102505,Barbosa Ferraz - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,28818,4102505,Barbosa Ferraz - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102505,Barbosa Ferraz - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102505,Barbosa Ferraz - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,81300,4102505,Barbosa Ferraz - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,6246,4102604,Barracão - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,6246,4102604,Barracão - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102604,Barracão - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102604,Barracão - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,38118,4102604,Barracão - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,13180,4102703,Barra do Jacaré - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,13180,4102703,Barra do Jacaré - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102703,Barra do Jacaré - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102703,Barra do Jacaré - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,129427,4102703,Barra do Jacaré - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,12317,4102752,Bela Vista da Caroba - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,12317,4102752,Bela Vista da Caroba - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102752,Bela Vista da Caroba - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102752,Bela Vista da Caroba - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,45490,4102752,Bela Vista da Caroba - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,33535,4102802,Bela Vista do Paraíso - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,33535,4102802,Bela Vista do Paraíso - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102802,Bela Vista do Paraíso - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102802,Bela Vista do Paraíso - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,245639,4102802,Bela Vista do Paraíso - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,10650,4102901,Bituruna - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,10650,4102901,Bituruna - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4102901,Bituruna - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4102901,Bituruna - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,94857,4102901,Bituruna - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,44063,4103008,Boa Esperança - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,44063,4103008,Boa Esperança - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103008,Boa Esperança - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103008,Boa Esperança - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,296205,4103008,Boa Esperança - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,12472,4103024,Boa Esperança do Iguaçu - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,12472,4103024,Boa Esperança do Iguaçu - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103024,Boa Esperança do Iguaçu - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103024,Boa Esperança do Iguaçu - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,52933,4103024,Boa Esperança do Iguaçu - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,34986,4103040,Boa Ventura de São Roque - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,34786,4103040,Boa Ventura de São Roque - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103040,Boa Ventura de São Roque - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103040,Boa Ventura de São Roque - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,291519,4103040,Boa Ventura de São Roque - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,8926,4103057,Boa Vista da Aparecida - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,8926,4103057,Boa Vista da Aparecida - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103057,Boa Vista da Aparecida - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103057,Boa Vista da Aparecida - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,58100,4103057,Boa Vista da Aparecida - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1431,4103107,Bocaiúva do Sul - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1431,4103107,Bocaiúva do Sul - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103107,Bocaiúva do Sul - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103107,Bocaiúva do Sul - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,19766,4103107,Bocaiúva do Sul - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,8505,4103156,Bom Jesus do Sul - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,8505,4103156,Bom Jesus do Sul - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103156,Bom Jesus do Sul - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103156,Bom Jesus do Sul - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,52427,4103156,Bom Jesus do Sul - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,19781,4103206,Bom Sucesso - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,19781,4103206,Bom Sucesso - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103206,Bom Sucesso - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103206,Bom Sucesso - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,124441,4103206,Bom Sucesso - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,36047,4103222,Bom Sucesso do Sul - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,36047,4103222,Bom Sucesso do Sul - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103222,Bom Sucesso do Sul - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103222,Bom Sucesso do Sul - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,278074,4103222,Bom Sucesso do Sul - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,28665,4103305,Borrazópolis - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,28665,4103305,Borrazópolis - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103305,Borrazópolis - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103305,Borrazópolis - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,161562,4103305,Borrazópolis - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,33133,4103354,Braganey - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,33133,4103354,Braganey - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103354,Braganey - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103354,Braganey - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,238418,4103354,Braganey - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,44895,4103370,Brasilândia do Sul - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,44895,4103370,Brasilândia do Sul - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103370,Brasilândia do Sul - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103370,Brasilândia do Sul - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,234797,4103370,Brasilândia do Sul - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,10619,4103404,Cafeara - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,10594,4103404,Cafeara - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103404,Cafeara - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103404,Cafeara - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,66141,4103404,Cafeara - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,47291,4103453,Cafelândia - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,47291,4103453,Cafelândia - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103453,Cafelândia - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103453,Cafelândia - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,298009,4103453,Cafelândia - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,23316,4103479,Cafezal do Sul - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,23316,4103479,Cafezal do Sul - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103479,Cafezal do Sul - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103479,Cafezal do Sul - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,87116,4103479,Cafezal do Sul - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,13858,4103503,Califórnia - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,13858,4103503,Califórnia - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103503,Califórnia - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103503,Califórnia - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,111458,4103503,Califórnia - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,46654,4103602,Cambará - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,46654,4103602,Cambará - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103602,Cambará - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103602,Cambará - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,452816,4103602,Cambará - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,71872,4103701,Cambé - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,71872,4103701,Cambé - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103701,Cambé - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103701,Cambé - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,623787,4103701,Cambé - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,16547,4103800,Cambira - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,16547,4103800,Cambira - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103800,Cambira - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103800,Cambira - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,126111,4103800,Cambira - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,65682,4103909,Campina da Lagoa - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,65682,4103909,Campina da Lagoa - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103909,Campina da Lagoa - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103909,Campina da Lagoa - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,470114,4103909,Campina da Lagoa - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,17779,4103958,Campina do Simão - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,17779,4103958,Campina do Simão - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4103958,Campina do Simão - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4103958,Campina do Simão - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,156553,4103958,Campina do Simão - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1049,4104006,Campina Grande do Sul - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1049,4104006,Campina Grande do Sul - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4104006,Campina Grande do Sul - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4104006,Campina Grande do Sul - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,12546,4104006,Campina Grande do Sul - PR,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,31235,4104055,Campo Bonito - PR,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,31235,4104055,Campo Bonito - PR,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,4104055,Campo Bonito - PR,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,4104055,Campo Bonito - PR,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,202077,4104055,Campo Bonito - PR,2022,2022,215,Valor da produção,0,Total
